index,confidence,start_time,end_time,text,speaker_index,speaker_name,annotations
808,0.97,5865.459,5875.603,"So, colleagues, any other comments on the Council bill as amended?",203,,
809,0.97,5875.603,5877.605,This will be your last shot to talk about this bill.,203,,
810,0.97,5877.605,5883.611,"Okay, council member Strauss and Council member Sawant, Lewis, Pederson.",203,,
811,0.97,5883.611,5887.615,"Thank you, Council President.",204,,
812,0.97,5887.615,5899.193,As we all know there is much more work to be done regarding improving public safety.,204,,
813,0.97,5899.193,5901.228,The provide public safety that works for everyone in set up.,204,,
814,0.97,5901.228,5903.697,"So that when you call 911 you get the right response, right away.",204,,
815,0.97,5903.697,5914.475,"We already know that 56% of us have noncriminal cost is a parking violation, Non-Until health crisis is and welfare checks before these types of calls we don't need a police officer to respond.",204,,
816,0.97,5914.475,5920.781,"And, we absolutely need the appropriate first Responder to respond quickly with the resources they need to be successful.",204,,
817,0.97,5920.781,5925.886,This means great of greater response across the board.,204,,
818,0.97,5925.886,5953.981,"We have programs in place that we can scale up to meet these needs such as mobile Christmas crisis unit, these are the same models that are already in place, the biggest difference between this and our program is that it is Hardwired with 911, responding to 20% of 911 calls.",204,,
819,0.97,5953.981,5978.405,"Patrol officers would have more time to respond to a complete traditional police work . The result of this historic transition that we are in right now, will enable us to deploy the proper professionals to respond quickly with the appropriate resources needed whether it be crisis intervention, special victims assistant, medical care, social services, or with an armed response when necessary.",204,,
820,0.97,5978.405,5984.511,Through this transition you will always be able to call 911 and receive a response.,204,,
821,0.97,5984.511,5988.349,"And at the end of this transition if you have to call 911, you will get the right response, right away.",204,,
822,0.97,5988.349,5997.925,Every day of this workweek we have found additional ways that we can make improvements to the police budget and how we deliver public safety.,204,,
823,0.97,5997.925,6005.399,It is important for us to ensure that we are delivering the priorities in an efficient manner.,204,,
824,0.97,6005.399,6007.634,And this 2020 Rebalance is just the first step in this work.,204,,
825,0.97,6007.634,6021.115,"I look forward to receiving real-time SPD reports about their spending every other week, and the robust reporting ahead of creating the 2021 budget.",204,,
826,0.97,6021.115,6030.09,"In the next six weeks we will have the opportunity to make additional improvements, to make meaningful and lasting change and again, throughout this transition, you will always be able to call 911 and receive a response.",204,,
827,0.97,6030.09,6034.361,"As it concludes, if you have to call 911, and get the right response, right away.",204,,
828,0.97,6034.361,6045.472,If you're calling in response to an armed officer you will receive that responsibility for every other call you will receive the right first Responder who will respond right away.,204,,
829,0.97,6045.472,6059.753,"There is much more to be said about this, council bill, and I know that I wanted to focus my comments specifically on the Seattle police Department's aspects and I will reserve comments for another time on the list.",204,,
830,0.97,6059.753,6060.054,Thank you.,204,,
831,0.97,6060.054,6072.266,"Thank you, council member Strauss pick next up is Council member Sawant and then after, council member Lewis.",205,,
832,0.97,6072.266,6076.37,Thank you.,206,,
833,0.97,6076.37,6083.911,This is the vote today to adopt the city's new budget as a whole.,206,,
834,0.97,6083.911,6093.087,"It is Euphemistically called balancing package, but that is only because of the political establishment that does not want to call it what it is, there is nothing balanced about this budget.",206,,
835,0.97,6093.087,6103.43,It completely fails to Defund the police by 50% as 6 of the 8 other Council members had promised to support.,206,,
836,0.97,6103.43,6112.039,"It carries out a major austerity program on behalf of big business, cutting tens of millions from the essential work of the city across departments like parks, roads, and libraries.",206,,
837,0.97,6112.039,6118.545,It is my Mind-Boggling to me.,206,,
838,0.97,6118.545,6129.656,"Where is the balance when Amazon reported profits in 2020 of over $5 billion, double their profits from a year earlier.",206,,
839,0.97,6129.656,6144.638,"Since January 1ST of this year, Jeff Bezos's net worth has gone up.",206,,
840,0.97,6144.638,6147.975,Many people have lost their jobs and incomes and are struggling to put food on the table.,206,,
841,0.97,6147.975,6153.08,"Where is the balance for the Seattle police Department, who continues to be funded more of the funds than any other Department.",206,,
842,0.97,6153.08,6166.827,My office fully support and voted yes on and in fact the people's budget campaign and black lives matter activist and Socialist--won by our movement.,206,,
843,0.97,6167.728,6172.266,We won the funding from the green new deal funding.,206,,
844,0.97,6172.266,6176.503,We want the funding from the navigation team which carries out the humane and ineffective Sweeps of homeless.,206,,
845,0.97,6176.503,6190.083,I will caution there other ways that Mayor Durkan could allow Sweeps and we need to continue organizing to completely end them.,206,,
846,0.97,6190.083,6196.123,"We want a small Reductio in the police Department, we want millions in funding for community programs, funding research into alternatives to oppressive policing, youth programming and restorative justice.",206,,
847,0.97,6196.123,6206.9,Our movement succeeded in reducing the sellers of most of the top executives in the police Departmen who tear gassed peaceful protesters and then lied about it saying that the protest were riots.,206,,
848,0.97,6206.9,6216.443,"We want a proviso to end the hiring freeze in the office of labor standards, we want a proviso to protect the hills village from being swept this year.",206,,
849,0.97,6216.443,6223.55,"I said, unbalanced this budget, it does not Prioritize or meet the needs of normal people.",206,,
850,0.97,6223.55,6224.551,It is not a moral document.,206,,
851,0.97,6224.551,6233.36,Seattle times conservative columnist Denny West need is as opposed to my Socialist politics as you might imagine.,206,,
852,0.97,6233.36,6247.24,"He looked at the budget committee action last week and came to the conclusion that we did, quote, for all the heated rhetoric about Seattle Defunding the police, both from activists demanding it, and demanding it, Seattle is not Defunding the police.",206,,
853,0.97,6247.24,6258.085,"Not by half, not by a quarter, not even clear whether this first phase of cuts would reduce the correct number of officers out on the street at all.",206,,
854,0.97,6258.085,6265.392,That is the headline pick the city is not Defunding the police.,206,,
855,0.97,6265.392,6269.763,"A month ago the city council voted on the Amazon tax, a historic victory for working people and the oppressed.",206,,
856,0.97,6269.763,6271.598,And a victory for the black lives matter movement.,206,,
857,0.97,6271.598,6283.81,"At that time, my office proposed an amendment to increase the Amazon tax by $293 million per year to eliminate the need for austerity which no other Council member supported.",206,,
858,0.97,6283.81,6297.491,"Now, the police--political establishment insults the intelligence of working people and acting like there is an alternative of budget cuts as if our memory cannot stretch back a few weeks.",206,,
859,0.97,6297.491,6300.794,"City Council Democrats had an alternative, they had a choice and they decided to side with Jeff Bezos.",206,,
860,0.97,6300.794,6309.536,Many activists in the movement will be outraged by Council members failing to Defund the police by 50% and the should be.,206,,
861,0.97,6309.536,6314.941,"This vote is going to reduce the police budget by less than 2%, that is not a Defunding.",206,,
862,0.97,6314.941,6331.358,"Less than $3 million out of $170 million remaining in the SPD budget this year, instead of the 50% demanded by the movement and promised by six of the eight Democratic Council members.",206,,
863,0.97,6331.358,6361.988,"It represents a total abdication of responsibility, an abdication of spots ability in the context of the historic movement for black lives, the brutal attacks on protesters, the Seattle police last long record of racist and violent policing, and 80 years of failed attempt at police reform . our people's budget movement gave Council members every opportunity to follow through on their promises.",206,,
864,0.97,6361.988,6366.993,"We propose to Defunding the police by 50%, now, but every other Council member voted no, falsely claiming the budget cuts could not be done until November.",206,,
865,0.97,6366.993,6373.6,"In response to that, on Wednesday, my office proposed Defunding the police by 50% starting in November first even though I don't accept that logic . No other Council member would even second proposal.",206,,
866,0.97,6373.6,6386.646,"We just received a powerful letter signed by 25 Rank-And- file leaders of UAW 41, a Union of student employees and Postdocs.",206,,
867,0.97,6386.646,6394.387,"They wrote, we are deeply disappointed that many of the same Council members have tried to delay the 50% Defunding by claiming it would interfere with the Seattle police officer guilt contract.",206,,
868,0.97,6394.387,6405.632,"As a public sector Union we recognize this tactic for what it is, management, grasping for justification to maintain the status quo.",206,,
869,0.97,6405.632,6428.555,"These issues are not new and we have too long seen both the city and police officers guilty is collective bargaining as political cover to evade responsibility rather than as it should be, we know that Defunding SPD as possible, possible now, and we reject any attempt to prop up collective bargaining as a political way to evade responsibility.",206,,
